OD ID,Origin,Destination,HDV Demand,EV Demand
24->26,24,26,0.0,0.0
24->27,24,27,0.0,0.0
24->28,24,28,0.0,0.0
24->29,24,29,0.0,0.0
24->30,24,30,0.0,0.0
24->31,24,31,0.0,0.0
24->32,24,32,0.0,0.0
24->33,24,33,0.0,0.0
24->34,24,34,0.0,0.0
24->35,24,35,0.0,0.0
24->36,24,36,0.0,0.0
24->37,24,37,0.0,0.0
24->38,24,38,0.0,0.0
24->39,24,39,0.0,0.0
24->40,24,40,0.0,0.0
24->41,24,41,0.0,0.0
24->42,24,42,204.469722,0.0
24->43,24,43,0.0,0.0
24->44,24,44,0.0,0.0
24->45,24,45,0.0,0.0
24->46,24,46,0.0,0.0
24->47,24,47,0.0,0.0
24->48,24,48,108.105939,0.0
24->49,24,49,0.0,0.0
24->50,24,50,0.0,0.0
24->51,24,51,0.0,0.0
24->52,24,52,271.588602,0.0
24->53,24,53,208.158371,0.0
24->54,24,54,27.61604,0.0
24->55,24,55,0.0,0.0
24->56,24,56,0.0,0.0
24->57,24,57,84.474335,0.0
24->58,24,58,0.0,0.0
24->59,24,59,142.622365,0.0
24->60,24,60,142.622365,0.0
24->61,24,61,49.334142,0.0
24->62,24,62,42.32433,0.0
24->63,24,63,42.32433,0.0
24->64,24,64,42.32433,0.0
24->65,24,65,42.32433,0.0
24->66,24,66,42.32433,0.0
24->67,24,67,55.673431,0.0
24->68,24,68,0.0,0.0
24->69,24,69,0.0,0.0
24->70,24,70,0.0,0.0
24->71,24,71,0.0,0.0
24->72,24,72,0.0,0.0
24->73,24,73,0.0,0.0
24->74,24,74,0.0,0.0
25->25,25,25,0.0,0.0
25->1,25,1,0.0,0.0
25->2,25,2,0.0,0.0
25->3,25,3,0.0,0.0
25->4,25,4,0.0,0.0
25->5,25,5,0.0,0.0
25->6,25,6,0.0,0.0
25->7,25,7,0.0,0.0
25->8,25,8,0.0,0.0
25->9,25,9,0.0,0.0
25->10,25,10,0.0,0.0
25->11,25,11,0.0,0.0
25->12,25,12,0.0,0.0
25->13,25,13,0.0,0.0
25->14,25,14,0.0,0.0
25->15,25,15,0.0,0.0
25->16,25,16,0.0,0.0
25->17,25,17,0.0,0.0
25->18,25,18,0.0,0.0
25->19,25,19,0.0,0.0
25->20,25,20,0.0,0.0
25->21,25,21,0.0,0.0
25->22,25,22,0.0,0.0
25->23,25,23,0.0,0.0
25->24,25,24,0.0,0.0
25->26,25,26,0.0,0.0
25->27,25,27,0.0,0.0
25->28,25,28,0.0,0.0
25->29,25,29,0.0,0.0
25->30,25,30,0.0,0.0
25->31,25,31,0.0,0.0
25->32,25,32,0.0,0.0
25->33,25,33,0.0,0.0
25->34,25,34,0.0,0.0
25->35,25,35,0.0,0.0
25->36,25,36,0.0,0.0
25->37,25,37,0.0,0.0
25->38,25,38,0.0,0.0
25->39,25,39,0.0,0.0
25->40,25,40,0.0,0.0
25->41,25,41,0.0,0.0
25->42,25,42,204.469722,0.0
25->43,25,43,0.0,0.0
25->44,25,44,0.0,0.0
25->45,25,45,0.0,0.0
25->46,25,46,0.0,0.0
25->47,25,47,0.0,0.0
25->48,25,48,108.105939,0.0
25->49,25,49,0.0,0.0
25->50,25,50,0.0,0.0
25->51,25,51,0.0,0.0
25->52,25,52,271.588602,0.0
25->53,25,53,208.158371,0.0
25->54,25,54,27.61604,0.0
25->55,25,55,0.0,0.0
25->56,25,56,0.0,0.0
25->57,25,57,84.474335,0.0
25->58,25,58,0.0,0.0
25->59,25,59,142.622365,0.0
25->60,25,60,142.622365,0.0
25->61,25,61,49.334142,0.0
25->62,25,62,42.32433,0.0
25->63,25,63,42.32433,0.0
25->64,25,64,42.32433,0.0
25->65,25,65,42.32433,0.0
25->66,25,66,42.32433,0.0
25->67,25,67,55.673431,0.0
25->68,25,68,0.0,0.0
25->69,25,69,0.0,0.0
25->70,25,70,0.0,0.0
25->71,25,71,0.0,0.0
25->72,25,72,0.0,0.0
25->73,25,73,0.0,0.0
25->74,25,74,0.0,0.0
26->26,26,26,0.0,0.0
26->1,26,1,0.0,0.0
26->2,26,2,0.0,0.0
26->3,26,3,0.0,0.0
26->4,26,4,0.0,0.0
26->5,26,5,0.0,0.0
26->6,26,6,0.0,0.0
26->7,26,7,0.0,0.0
26->8,26,8,0.0,0.0
26->9,26,9,0.0,0.0
26->10,26,10,0.0,0.0
26->11,26,11,0.0,0.0
26->12,26,12,0.0,0.0
26->13,26,13,0.0,0.0
26->14,26,14,0.0,0.0
26->15,26,15,0.0,0.0
26->16,26,16,0.0,0.0
26->17,26,17,0.0,0.0
26->18,26,18,0.0,0.0
26->19,26,19,0.0,0.0
26->20,26,20,0.0,0.0
26->21,26,21,0.0,0.0
26->22,26,22,0.0,0.0
26->23,26,23,0.0,0.0
26->24,26,24,0.0,0.0
26->25,26,25,0.0,0.0
26->27,26,27,0.0,0.0
26->28,26,28,0.0,0.0
26->29,26,29,0.0,0.0
26->30,26,30,0.0,0.0
26->31,26,31,0.0,0.0
26->32,26,32,0.0,0.0
26->33,26,33,0.0,0.0
26->34,26,34,0.0,0.0
26->35,26,35,0.0,0.0
26->36,26,36,0.0,0.0
26->37,26,37,0.0,0.0
26->38,26,38,0.0,0.0
26->39,26,39,0.0,0.0
26->40,26,40,0.0,0.0
26->41,26,41,0.0,0.0
26->42,26,42,204.469722,0.0
26->43,26,43,0.0,0.0
26->44,26,44,0.0,0.0
26->45,26,45,0.0,0.0
26->46,26,46,0.0,0.0
26->47,26,47,0.0,0.0
26->48,26,48,108.105939,0.0
26->49,26,49,0.0,0.0
26->50,26,50,0.0,0.0
26->51,26,51,0.0,0.0
26->52,26,52,271.588602,0.0
26->53,26,53,208.158371,0.0
26->54,26,54,27.61604,0.0
26->55,26,55,0.0,0.0
26->56,26,56,0.0,0.0
26->57,26,57,84.474335,0.0
26->58,26,58,0.0,0.0
26->59,26,59,142.622365,0.0
26->60,26,60,142.622365,0.0
26->61,26,61,49.334142,0.0
26->62,26,62,42.32433,0.0
26->63,26,63,42.32433,0.0
26->64,26,64,42.32433,0.0
26->65,26,65,42.32433,0.0
26->66,26,66,42.32433,0.0
26->67,26,67,55.673431,0.0
26->68,26,68,0.0,0.0
26->69,26,69,0.0,0.0
26->70,26,70,0.0,0.0
26->71,26,71,0.0,0.0
26->72,26,72,0.0,0.0
26->73,26,73,0.0,0.0
26->74,26,74,0.0,0.0
27->27,27,27,0.0,0.0
27->1,27,1,0.0,0.0
27->2,27,2,0.0,0.0
27->3,27,3,0.0,0.0
27->4,27,4,0.0,0.0
27->5,27,5,0.0,0.0
27->6,27,6,0.0,0.0
27->7,27,7,0.0,0.0
27->8,27,8,0.0,0.0
27->9,27,9,0.0,0.0
27->10,27,10,0.0,0.0
27->11,27,11,0.0,0.0
27->12,27,12,0.0,0.0
27->13,27,13,0.0,0.0
27->14,27,14,0.0,0.0
27->15,27,15,0.0,0.0
27->16,27,16,0.0,0.0
27->17,27,17,0.0,0.0
27->18,27,18,0.0,0.0
27->19,27,19,0.0,0.0
27->20,27,20,0.0,0.0
27->21,27,21,0.0,0.0
27->22,27,22,0.0,0.0
27->23,27,23,0.0,0.0
27->24,27,24,0.0,0.0
27->25,27,25,0.0,0.0
27->26,27,26,0.0,0.0
27->28,27,28,0.0,0.0
27->29,27,29,0.0,0.0
27->30,27,30,0.0,0.0
27->31,27,31,0.0,0.0
27->32,27,32,0.0,0.0
27->33,27,33,0.0,0.0
27->34,27,34,0.0,0.0
27->35,27,35,0.0,0.0
27->36,27,36,0.0,0.0
27->37,27,37,0.0,0.0
27->38,27,38,0.0,0.0
27->39,27,39,0.0,0.0
27->40,27,40,0.0,0.0
27->41,27,41,0.0,0.0
27->42,27,42,0.0,0.0
27->43,27,43,0.0,0.0
27->44,27,44,0.0,0.0
27->45,27,45,0.0,0.0
27->46,27,46,0.0,0.0
27->47,27,47,0.0,0.0
27->48,27,48,0.0,0.0
27->49,27,49,0.0,0.0
27->50,27,50,0.0,0.0
27->51,27,51,0.0,0.0
27->52,27,52,0.0,0.0
27->53,27,53,0.0,0.0
27->54,27,54,0.0,0.0
27->55,27,55,0.0,0.0
27->56,27,56,0.0,0.0
27->57,27,57,0.0,0.0
27->58,27,58,0.0,0.0
27->59,27,59,0.0,0.0
27->60,27,60,0.0,0.0
27->61,27,61,0.0,0.0
27->62,27,62,0.0,0.0
27->63,27,63,0.0,0.0
27->64,27,64,0.0,0.0
27->65,27,65,0.0,0.0
27->66,27,66,0.0,0.0
27->67,27,67,0.0,0.0
27->68,27,68,0.0,0.0
27->69,27,69,0.0,0.0
27->70,27,70,0.0,0.0
27->71,27,71,0.0,0.0
27->72,27,72,0.0,0.0
27->73,27,73,0.0,0.0
27->74,27,74,0.0,0.0
28->28,28,28,0.0,0.0
28->1,28,1,0.0,0.0
28->2,28,2,0.0,0.0
28->3,28,3,0.0,0.0
28->4,28,4,0.0,0.0
28->5,28,5,0.0,0.0
28->6,28,6,0.0,0.0
28->7,28,7,0.0,0.0
28->8,28,8,0.0,0.0
28->9,28,9,0.0,0.0
28->10,28,10,0.0,0.0
28->11,28,11,0.0,0.0
28->12,28,12,0.0,0.0
28->13,28,13,0.0,0.0
28->14,28,14,0.0,0.0
28->15,28,15,0.0,0.0
28->16,28,16,0.0,0.0
28->17,28,17,0.0,0.0
28->18,28,18,0.0,0.0
28->19,28,19,0.0,0.0
28->20,28,20,0.0,0.0
28->21,28,21,0.0,0.0
28->22,28,22,0.0,0.0
28->23,28,23,0.0,0.0
28->24,28,24,0.0,0.0
28->25,28,25,0.0,0.0
28->26,28,26,0.0,0.0
28->27,28,27,0.0,0.0
28->29,28,29,0.0,0.0
28->30,28,30,0.0,0.0
28->31,28,31,0.0,0.0
28->32,28,32,0.0,0.0
28->33,28,33,0.0,0.0
28->34,28,34,0.0,0.0
28->35,28,35,0.0,0.0
28->36,28,36,0.0,0.0
28->37,28,37,0.0,0.0
28->38,28,38,0.0,0.0
28->39,28,39,0.0,0.0
28->40,28,40,0.0,0.0
28->41,28,41,0.0,0.0
28->42,28,42,0.0,0.0
28->43,28,43,0.0,0.0
28->44,28,44,0.0,0.0
28->45,28,45,0.0,0.0
28->46,28,46,0.0,0.0
28->47,28,47,0.0,0.0
28->48,28,48,0.0,0.0
28->49,28,49,0.0,0.0
28->50,28,50,0.0,0.0
28->51,28,51,0.0,0.0
28->52,28,52,0.0,0.0
28->53,28,53,0.0,0.0
28->54,28,54,0.0,0.0
28->55,28,55,0.0,0.0
28->56,28,56,0.0,0.0
28->57,28,57,0.0,0.0
28->58,28,58,0.0,0.0
28->59,28,59,0.0,0.0
28->60,28,60,0.0,0.0
28->61,28,61,0.0,0.0
28->62,28,62,0.0,0.0
28->63,28,63,0.0,0.0
28->64,28,64,0.0,0.0
28->65,28,65,0.0,0.0
28->66,28,66,0.0,0.0
28->67,28,67,0.0,0.0
28->68,28,68,0.0,0.0
28->69,28,69,0.0,0.0
28->70,28,70,0.0,0.0
28->71,28,71,0.0,0.0
28->72,28,72,0.0,0.0
28->73,28,73,0.0,0.0
28->74,28,74,0.0,0.0
29->29,29,29,0.0,0.0
29->1,29,1,0.593797,0.0
29->2,29,2,16.349612,0.0
29->3,29,3,16.226002,0.0
29->4,29,4,0.0,0.0
29->5,29,5,0.0,0.0
29->6,29,6,22.998423,0.0
29->7,29,7,0.0,0.0
29->8,29,8,0.0,0.0
29->9,29,9,0.0,0.0
29->10,29,10,23.463504,0.0
29->11,29,11,0.0,0.0
29->12,29,12,0.0,0.0
29->13,29,13,15.247569,0.0
29->14,29,14,15.247569,0.0
29->15,29,15,0.0,0.0
29->16,29,16,0.0,0.0
29->17,29,17,0.0,0.0
29->18,29,18,0.0,0.0
29->19,29,19,0.0,0.0
29->20,29,20,18.701883,0.0
29->21,29,21,23.837413,0.0
29->22,29,22,26.127718,0.0
29->23,29,23,0.0,0.0
29->24,29,24,0.0,0.0
29->25,29,25,0.0,0.0
29->26,29,26,0.0,0.0
29->27,29,27,0.0,0.0
29->28,29,28,0.0,0.0
29->30,29,30,8.29172,0.0
29->31,29,31,8.29172,0.0
29->32,29,32,8.29172,0.0
29->33,29,33,8.29172,0.0
29->34,29,34,0.0,0.0
29->35,29,35,0.0,0.0
29->36,29,36,0.0,0.0
29->37,29,37,65.639699,0.0
29->38,29,38,65.639699,0.0
29->39,29,39,65.639699,0.0
29->40,29,40,65.639699,0.0
29->41,29,41,0.0,0.0
29->42,29,42,0.0,0.0
29->43,29,43,0.0,0.0
29->44,29,44,0.0,0.0
29->45,29,45,0.0,0.0
29->46,29,46,0.0,0.0
29->47,29,47,0.0,0.0
29->48,29,48,0.0,0.0
29->49,29,49,12.129825,0.0
29->50,29,50,13.404984,0.0
29->51,29,51,13.404984,0.0
29->52,29,52,0.0,0.0
29->53,29,53,0.0,0.0
29->54,29,54,0.0,0.0
29->55,29,55,0.0,0.0
29->56,29,56,0.0,0.0
29->57,29,57,0.0,0.0
29->58,29,58,0.0,0.0
29->59,29,59,2.006949,0.0
29->60,29,60,2.006949,0.0
29->61,29,61,1.932233,0.0
29->62,29,62,1.949547,0.0
29->63,29,63,1.949547,0.0
29->64,29,64,1.949547,0.0
29->65,29,65,1.949547,0.0
29->66,29,66,1.949547,0.0
29->67,29,67,1.959887,0.0
29->68,29,68,0.0,0.0
29->69,29,69,7.654282,0.0
29->70,29,70,0.0,0.0
29->71,29,71,0.0,0.0
29->72,29,72,0.0,0.0
29->73,29,73,0.0,0.0
29->74,29,74,0.0,0.0
30->30,30,30,0.0,0.0
30->1,30,1,0.0,0.0
30->2,30,2,0.0,0.0
30->3,30,3,0.0,0.0
30->4,30,4,0.0,0.0
30->5,30,5,0.0,0.0
30->6,30,6,0.0,0.0
30->7,30,7,0.0,0.0
30->8,30,8,0.0,0.0
30->9,30,9,0.0,0.0
30->10,30,10,0.0,0.0
30->11,30,11,0.0,0.0
30->12,30,12,0.0,0.0
30->13,30,13,0.0,0.0
30->14,30,14,0.0,0.0
30->15,30,15,0.0,0.0
30->16,30,16,0.0,0.0
30->17,30,17,0.0,0.0
30->18,30,18,0.0,0.0
30->19,30,19,0.0,0.0
30->20,30,20,0.0,0.0
30->21,30,21,0.0,0.0
30->22,30,22,0.0,0.0
30->23,30,23,658.05059,0.0
30->24,30,24,658.05059,0.0
30->25,30,25,658.05059,0.0
30->26,30,26,658.05059,0.0
30->27,30,27,0.0,0.0
30->28,30,28,0.0,0.0
30->29,30,29,0.0,0.0
30->31,30,31,0.0,0.0
30->32,30,32,0.0,0.0
30->33,30,33,0.0,0.0
30->34,30,34,0.0,0.0
30->35,30,35,188.593258,0.0
30->36,30,36,127.05706,0.0
30->37,30,37,0.0,0.0
30->38,30,38,0.0,0.0
30->39,30,39,0.0,0.0
30->40,30,40,0.0,0.0
30->41,30,41,0.0,0.0
30->42,30,42,0.0,0.0
30->43,30,43,74.977687,0.0
30->44,30,44,74.977687,0.0
30->45,30,45,74.977687,0.0
30->46,30,46,74.977687,0.0
30->47,30,47,0.0,0.0
30->48,30,48,0.0,0.0
30->49,30,49,0.0,0.0
30->50,30,50,0.0,0.0
30->51,30,51,0.0,0.0
30->52,30,52,0.0,0.0
30->53,30,53,0.0,0.0
30->54,30,54,10.748869,0.0
30->55,30,55,0.0,0.0
30->56,30,56,0.0,0.0
30->57,30,57,15.833958,0.0
30->58,30,58,18.989162,0.0
30->59,30,59,15.424837,0.0
30->60,30,60,15.424837,0.0
30->61,30,61,12.182856,0.0
30->62,30,62,12.688184,0.0
30->63,30,63,12.688184,0.0
30->64,30,64,12.688184,0.0
30->65,30,65,12.688184,0.0
30->66,30,66,12.688184,0.0
30->67,30,67,13.570124,0.0
30->68,30,68,0.0,0.0
30->69,30,69,14.559331,0.0
30->70,30,70,0.0,0.0
30->71,30,71,0.0,0.0
30->72,30,72,0.0,0.0
30->73,30,73,0.0,0.0
30->74,30,74,0.0,0.0
31->31,31,31,0.0,0.0
31->1,31,1,0.0,0.0
31->2,31,2,0.0,0.0
31->3,31,3,0.0,0.0
31->4,31,4,0.0,0.0
31->5,31,5,0.0,0.0
31->6,31,6,0.0,0.0
31->7,31,7,0.0,0.0
31->8,31,8,0.0,0.0
31->9,31,9,0.0,0.0
31->10,31,10,0.0,0.0
31->11,31,11,0.0,0.0
31->12,31,12,0.0,0.0
31->13,31,13,0.0,0.0
31->14,31,14,0.0,0.0
31->15,31,15,0.0,0.0
31->16,31,16,0.0,0.0
31->17,31,17,0.0,0.0
31->18,31,18,0.0,0.0
31->19,31,19,0.0,0.0
31->20,31,20,0.0,0.0
31->21,31,21,0.0,0.0
31->22,31,22,0.0,0.0
31->23,31,23,658.05059,0.0
31->24,31,24,658.05059,0.0
31->25,31,25,658.05059,0.0
31->26,31,26,658.05059,0.0
31->27,31,27,0.0,0.0
31->28,31,28,0.0,0.0
31->29,31,29,0.0,0.0
31->30,31,30,0.0,0.0
31->32,31,32,0.0,0.0
31->33,31,33,0.0,0.0
31->34,31,34,0.0,0.0
31->35,31,35,188.593258,0.0
31->36,31,36,127.05706,0.0
31->37,31,37,0.0,0.0
31->38,31,38,0.0,0.0
31->39,31,39,0.0,0.0
31->40,31,40,0.0,0.0
31->41,31,41,0.0,0.0
31->42,31,42,0.0,0.0
31->43,31,43,74.977687,0.0
31->44,31,44,74.977687,0.0
31->45,31,45,74.977687,0.0
31->46,31,46,74.977687,0.0
31->47,31,47,0.0,0.0
31->48,31,48,0.0,0.0
31->49,31,49,0.0,0.0
31->50,31,50,0.0,0.0
31->51,31,51,0.0,0.0
31->52,31,52,0.0,0.0
31->53,31,53,0.0,0.0
31->54,31,54,10.748869,0.0
31->55,31,55,0.0,0.0
31->56,31,56,0.0,0.0
31->57,31,57,15.833958,0.0
31->58,31,58,18.989162,0.0
31->59,31,59,15.424837,0.0
31->60,31,60,15.424837,0.0
31->61,31,61,12.182856,0.0
31->62,31,62,12.688184,0.0
31->63,31,63,12.688184,0.0
31->64,31,64,12.688184,0.0
31->65,31,65,12.688184,0.0
31->66,31,66,12.688184,0.0
31->67,31,67,13.570124,0.0
31->68,31,68,0.0,0.0
31->69,31,69,14.559331,0.0
31->70,31,70,0.0,0.0
31->71,31,71,0.0,0.0
31->72,31,72,0.0,0.0
31->73,31,73,0.0,0.0
31->74,31,74,0.0,0.0
32->32,32,32,0.0,0.0
32->1,32,1,0.0,0.0
32->2,32,2,0.0,0.0
32->3,32,3,0.0,0.0
32->4,32,4,0.0,0.0
32->5,32,5,0.0,0.0
32->6,32,6,0.0,0.0
32->7,32,7,0.0,0.0
32->8,32,8,0.0,0.0
32->9,32,9,0.0,0.0
32->10,32,10,0.0,0.0
32->11,32,11,0.0,0.0
32->12,32,12,0.0,0.0
32->13,32,13,0.0,0.0
32->14,32,14,0.0,0.0
32->15,32,15,0.0,0.0
32->16,32,16,0.0,0.0
32->17,32,17,0.0,0.0
32->18,32,18,0.0,0.0
32->19,32,19,0.0,0.0
32->20,32,20,0.0,0.0
32->21,32,21,0.0,0.0
32->22,32,22,0.0,0.0
32->23,32,23,658.05059,0.0
32->24,32,24,658.05059,0.0
32->25,32,25,658.05059,0.0
32->26,32,26,658.05059,0.0
32->27,32,27,0.0,0.0
32->28,32,28,0.0,0.0
32->29,32,29,0.0,0.0
32->30,32,30,0.0,0.0
32->31,32,31,0.0,0.0
32->33,32,33,0.0,0.0
32->34,32,34,0.0,0.0
32->35,32,35,188.593258,0.0
32->36,32,36,127.05706,0.0
32->37,32,37,0.0,0.0
32->38,32,38,0.0,0.0
32->39,32,39,0.0,0.0
32->40,32,40,0.0,0.0
32->41,32,41,0.0,0.0
32->42,32,42,0.0,0.0
32->43,32,43,74.977687,0.0
32->44,32,44,74.977687,0.0
32->45,32,45,74.977687,0.0
32->46,32,46,74.977687,0.0
32->47,32,47,0.0,0.0
32->48,32,48,0.0,0.0
32->49,32,49,0.0,0.0
32->50,32,50,0.0,0.0
32->51,32,51,0.0,0.0
32->52,32,52,0.0,0.0
32->53,32,53,0.0,0.0
32->54,32,54,10.748869,0.0
32->55,32,55,0.0,0.0
32->56,32,56,0.0,0.0
32->57,32,57,15.833958,0.0
32->58,32,58,18.989162,0.0
32->59,32,59,15.424837,0.0
32->60,32,60,15.424837,0.0
32->61,32,61,12.182856,0.0
32->62,32,62,12.688184,0.0
32->63,32,63,12.688184,0.0
32->64,32,64,12.688184,0.0
32->65,32,65,12.688184,0.0
32->66,32,66,12.688184,0.0
32->67,32,67,13.570124,0.0
32->68,32,68,0.0,0.0
32->69,32,69,14.559331,0.0
32->70,32,70,0.0,0.0
32->71,32,71,0.0,0.0
32->72,32,72,0.0,0.0
32->73,32,73,0.0,0.0
32->74,32,74,0.0,0.0
33->33,33,33,0.0,0.0
33->1,33,1,0.0,0.0
33->2,33,2,0.0,0.0
33->3,33,3,0.0,0.0
33->4,33,4,0.0,0.0
33->5,33,5,0.0,0.0
33->6,33,6,0.0,0.0
33->7,33,7,0.0,0.0
33->8,33,8,0.0,0.0
33->9,33,9,0.0,0.0
33->10,33,10,0.0,0.0
33->11,33,11,0.0,0.0
33->12,33,12,0.0,0.0
33->13,33,13,0.0,0.0
33->14,33,14,0.0,0.0
33->15,33,15,0.0,0.0
33->16,33,16,0.0,0.0
33->17,33,17,0.0,0.0
33->18,33,18,0.0,0.0
33->19,33,19,0.0,0.0
33->20,33,20,0.0,0.0
33->21,33,21,0.0,0.0
33->22,33,22,0.0,0.0
33->23,33,23,658.05059,0.0
33->24,33,24,658.05059,0.0
33->25,33,25,658.05059,0.0
33->26,33,26,658.05059,0.0
33->27,33,27,0.0,0.0
33->28,33,28,0.0,0.0
33->29,33,29,0.0,0.0
33->30,33,30,0.0,0.0
33->31,33,31,0.0,0.0
33->32,33,32,0.0,0.0
33->34,33,34,0.0,0.0
33->35,33,35,188.593258,0.0
33->36,33,36,127.05706,0.0
33->37,33,37,0.0,0.0
33->38,33,38,0.0,0.0
33->39,33,39,0.0,0.0
33->40,33,40,0.0,0.0
33->41,33,41,0.0,0.0
33->42,33,42,0.0,0.0
33->43,33,43,74.977687,0.0
33->44,33,44,74.977687,0.0
33->45,33,45,74.977687,0.0
33->46,33,46,74.977687,0.0
33->47,33,47,0.0,0.0
33->48,33,48,0.0,0.0
33->49,33,49,0.0,0.0
33->50,33,50,0.0,0.0
33->51,33,51,0.0,0.0
33->52,33,52,0.0,0.0
33->53,33,53,0.0,0.0
33->54,33,54,10.748869,0.0
33->55,33,55,0.0,0.0
33->56,33,56,0.0,0.0
33->57,33,57,15.833958,0.0
33->58,33,58,18.989162,0.0
33->59,33,59,15.424837,0.0
33->60,33,60,15.424837,0.0
33->61,33,61,12.182856,0.0
33->62,33,62,12.688184,0.0
33->63,33,63,12.688184,0.0
33->64,33,64,12.688184,0.0
33->65,33,65,12.688184,0.0
33->66,33,66,12.688184,0.0
33->67,33,67,13.570124,0.0
33->68,33,68,0.0,0.0
33->69,33,69,14.559331,0.0
33->70,33,70,0.0,0.0
33->71,33,71,0.0,0.0
33->72,33,72,0.0,0.0
33->73,33,73,0.0,0.0
33->74,33,74,0.0,0.0
34->34,34,34,0.0,0.0
34->1,34,1,0.0,0.0
34->2,34,2,0.0,0.0
34->3,34,3,0.0,0.0
34->4,34,4,0.0,0.0
34->5,34,5,0.0,0.0
34->6,34,6,0.0,0.0
34->7,34,7,0.0,0.0
34->8,34,8,0.0,0.0
34->9,34,9,0.0,0.0
34->10,34,10,0.0,0.0
34->11,34,11,0.0,0.0
34->12,34,12,0.0,0.0
34->13,34,13,0.0,0.0
34->14,34,14,0.0,0.0
34->15,34,15,0.0,0.0
34->16,34,16,0.0,0.0
34->17,34,17,0.0,0.0
34->18,34,18,0.0,0.0
34->19,34,19,0.0,0.0
34->20,34,20,0.0,0.0
34->21,34,21,0.0,0.0
34->22,34,22,0.0,0.0
34->23,34,23,0.0,0.0
34->24,34,24,0.0,0.0
34->25,34,25,0.0,0.0
34->26,34,26,0.0,0.0
34->27,34,27,0.0,0.0
34->28,34,28,0.0,0.0
34->29,34,29,0.0,0.0
34->30,34,30,0.0,0.0
34->31,34,31,0.0,0.0
34->32,34,32,0.0,0.0
34->33,34,33,0.0,0.0
34->35,34,35,0.0,0.0
34->36,34,36,0.0,0.0
34->37,34,37,0.0,0.0
34->38,34,38,0.0,0.0
34->39,34,39,0.0,0.0
34->40,34,40,0.0,0.0
34->41,34,41,0.0,0.0
34->42,34,42,0.0,0.0
34->43,34,43,0.0,0.0
34->44,34,44,0.0,0.0
34->45,34,45,0.0,0.0
34->46,34,46,0.0,0.0
34->47,34,47,0.0,0.0
34->48,34,48,0.0,0.0
34->49,34,49,0.0,0.0
34->50,34,50,0.0,0.0
34->51,34,51,0.0,0.0
34->52,34,52,0.0,0.0
34->53,34,53,0.0,0.0
34->54,34,54,0.0,0.0
34->55,34,55,0.0,0.0
34->56,34,56,0.0,0.0
34->57,34,57,0.0,0.0
34->58,34,58,0.0,0.0
34->59,34,59,0.0,0.0
34->60,34,60,0.0,0.0
34->61,34,61,0.0,0.0
34->62,34,62,0.0,0.0
34->63,34,63,0.0,0.0
34->64,34,64,0.0,0.0
34->65,34,65,0.0,0.0
34->66,34,66,0.0,0.0
34->67,34,67,0.0,0.0
34->68,34,68,0.0,0.0
34->69,34,69,0.0,0.0
34->70,34,70,0.0,0.0
34->71,34,71,0.0,0.0
34->72,34,72,0.0,0.0
34->73,34,73,0.0,0.0
34->74,34,74,0.0,0.0
35->35,35,35,0.0,0.0
35->1,35,1,0.0,0.0
35->2,35,2,0.0,0.0
35->3,35,3,0.0,0.0
35->4,35,4,0.0,0.0
35->5,35,5,0.0,0.0
35->6,35,6,0.0,0.0
35->7,35,7,0.0,0.0
35->8,35,8,0.0,0.0
35->9,35,9,0.0,0.0
35->10,35,10,0.0,0.0
35->11,35,11,0.0,0.0
35->12,35,12,0.0,0.0
35->13,35,13,0.0,0.0
35->14,35,14,0.0,0.0
35->15,35,15,0.0,0.0
35->16,35,16,0.0,0.0
35->17,35,17,0.0,0.0
35->18,35,18,0.0,0.0
35->19,35,19,0.0,0.0
35->20,35,20,101.145694,0.0
35->21,35,21,0.0,0.0
35->22,35,22,0.0,0.0
35->23,35,23,0.0,0.0
35->24,35,24,0.0,0.0
35->25,35,25,0.0,0.0
35->26,35,26,0.0,0.0
35->27,35,27,0.0,0.0
35->28,35,28,0.0,0.0
35->29,35,29,0.0,0.0
35->30,35,30,181.020679,0.0
35->31,35,31,181.020679,0.0
35->32,35,32,181.020679,0.0
35->33,35,33,181.020679,0.0
35->34,35,34,0.0,0.0
35->36,35,36,383.046581,0.0
35->37,35,37,0.0,0.0
35->38,35,38,0.0,0.0
35->39,35,39,0.0,0.0
35->40,35,40,0.0,0.0
35->41,35,41,0.0,0.0
35->42,35,42,107.989628,0.0
35->43,35,43,121.2551,0.0
35->44,35,44,121.2551,0.0
35->45,35,45,121.2551,0.0
35->46,35,46,121.2551,0.0
35->47,35,47,0.0,0.0
35->48,35,48,0.0,0.0
35->49,35,49,0.0,0.0
35->50,35,50,0.0,0.0
35->51,35,51,0.0,0.0
35->52,35,52,0.0,0.0
35->53,35,53,0.0,0.0
35->54,35,54,0.0,0.0
35->55,35,55,0.0,0.0
35->56,35,56,0.0,0.0
35->57,35,57,8.221421,0.0
35->58,35,58,9.727774,0.0
35->59,35,59,8.500181,0.0
35->60,35,60,8.500181,0.0
35->61,35,61,7.353849,0.0
35->62,35,62,7.295317,0.0
35->63,35,63,7.295317,0.0
35->64,35,64,7.295317,0.0
35->65,35,65,7.295317,0.0
35->66,35,66,7.295317,0.0
35->67,35,67,0.0,0.0
35->68,35,68,0.0,0.0
35->69,35,69,0.0,0.0
35->70,35,70,0.0,0.0
35->71,35,71,0.0,0.0
35->72,35,72,0.0,0.0
